ticker,as_of_date,fiscal_year_used,filing_date,days_since_filing,base_iv,bull_iv,bear_iv,current_price,upside_pct,conviction_score,roic_wacc_spread,implied_ev_ebitda,justified_ev_ebitda,ev_ebitda_gap_pct,moat_fingerprint_score,moat_components,rdcf_implied_growth,rdcf_growth_gap,beneish_m_score,beneish_flagged,price_momentum_180d,data_quality_warnings,cagr_window_used,cagr_data_density,return_6m,return_12m,return_24m
AAPL,2020-01-01,2019,2019-10-31,62,214.01793283642158,397.45449473145726,70.72392693149305,70.78547668457031,2.0234723683519786,17.0,0.2755009550262548,50.759731694306375,14.926731396158988,2.400592557548673,5.0,"{'roic_persistence': 5.0, 'gm_stability': 5.0, 'capex_intensity': 4.0}",0.09654594629371746,0.04405866485537899,-2.908,False,0.4476363475228209,Split adjustment applied: factor=4 (period_end=2019-09-28),11,2.2,0.2382776923546189,0.8131740546501754,1.3914121953517107
AAPL,2020-04-01,2019,2019-10-31,153,420.72160936533305,585.1400902109043,100.16861414021687,58.210105895996094,6.22763861857657,18.0,0.2936265996548896,101.02045891755265,28.084871556221028,2.5969706578620895,5.0,"{'roic_persistence': 5.0, 'gm_stability': 5.0, 'capex_intensity': 4.0}",0.0630002266704226,0.010512945232084125,-2.908,False,0.06694333648021122,Split adjustment applied: factor=4 (period_end=2019-09-28),11,2.2,0.9173802691188334,1.0281357822670965,1.8415548942522755
AAPL,2020-07-01,2019,2019-10-31,244,447.35375228121836,585.1400902109043,108.1908930430795,88.21656799316406,4.071085425992587,16.0,0.2968853820818193,107.49615830008686,29.121786274307205,2.6912625237870698,5.0,"{'roic_persistence': 5.0, 'gm_stability': 5.0, 'capex_intensity': 4.0}",0.13360697342358144,0.08111969198524296,-2.908,False,0.23041412523412008,Split adjustment applied: factor=4 (period_end=2019-09-28),11,2.2,0.5069372073461595,0.4721587183363917,0.5112681944614772
AAPL,2020-10-01,2019,2019-10-31,336,453.9317250343012,585.1400902109043,111.52757650778312,113.3875961303711,3.003363158985912,16.0,0.2981058899090641,109.09561555104872,29.233951019356773,2.73181221651541,5.0,"{'roic_persistence': 5.0, 'gm_stability': 5.0, 'capex_intensity': 4.0}",0.17528587562589606,0.12279859418755759,-2.908,False,0.9438678708529797,Split adjustment applied: factor=4 (period_end=2019-09-28),11,2.2,0.029936874320369636,0.26607571192426505,0.3320969760406095
AAPL,2021-01-01,2020,2020-10-30,63,322.84418858010775,382.55239572228464,96.75532204790557,129.04664611816406,1.5017634963134898,16.0,0.3345611258309659,72.14714814450357,30.51210964161995,1.3645414555698723,5.0,"{'roic_persistence': 5.0, 'gm_stability': 5.0, 'capex_intensity': 4.0}",0.17767678396464937,0.12303854234814549,-3.1928,False,0.46283911348902107,,12,2.4,0.035478641219476754,0.36741021054128903,0.008495955103822174
AAPL,2021-04-01,2020,2020-10-30,153,326.62937580982396,382.55239572228464,99.32439185943744,119.80144500732422,1.7264226720291649,16.0,0.3355735001040916,73.00497256259074,30.599230514636048,1.385843412881622,5.0,"{'roic_persistence': 5.0, 'gm_stability': 5.0, 'capex_intensity': 4.0}",0.1654485870610642,0.11081034544456031,-3.1928,False,0.0918094276853727,,12,2.4,0.15743116671968332,0.428930786369022,0.2986165680047559
AAPL,2021-07-01,2020,2020-10-30,244,333.76017849377354,382.55239572228464,104.46062411419129,133.92745971679688,1.492096685769618,16.0,0.33744739595065615,74.62100270631284,30.76049048185144,1.4258716794629434,5.0,"{'roic_persistence': 5.0, 'gm_stability': 5.0, 'capex_intensity': 4.0}",0.18377607824734074,0.12913783663083686,-3.1928,False,0.03782208794611841,,12,2.4,0.3099780450651527,0.037876990840907045,0.35583719851841217
AAPL,2021-10-01,2020,2020-10-30,336,337.8372831598709,382.55239572228464,107.58658933547497,139.38497924804688,1.4237710905610714,16.0,0.33849987363772693,75.54498340407547,30.8510624939636,1.4486995680896502,5.0,"{'roic_persistence': 5.0, 'gm_stability': 5.0, 'capex_intensity': 4.0}",0.19033382629301743,0.13569558467651355,-3.1928,False,0.16346659457676327,,12,2.4,0.24960573564594218,0.0628451797282767,0.23338413576136974
AAPL,2022-01-03,2021,2021-10-29,66,483.6409794279748,539.8832696481221,163.70843418536228,178.1036376953125,1.7155030951998558,18.0,0.5264973934390574,67.29946805896435,33.662453085969034,0.9992443179078854,5.0,"{'roic_persistence': 5.0, 'gm_stability': 5.0, 'capex_intensity': 4.0}",0.14718196140597983,0.053883229681903955,-2.1973,False,0.26270103263418276,D8: AR growth (63.0%) exceeds revenue growth (33.3%) by 29.8%. Investigate recognition timing.,13,2.6,-0.23459476362639434,-0.2837633008344614,0.07583129144462912
AAPL,2022-04-01,2021,2021-10-29,154,442.56422277720975,539.8832696481221,132.0367849379061,170.7862548828125,1.5913339635024006,18.0,0.5181271204689809,61.53768740225726,33.146871631135674,0.8565156943635488,5.0,"{'roic_persistence': 5.0, 'gm_stability': 5.0, 'capex_intensity': 4.0}",0.14049508316898415,0.047196351444908274,-2.1973,False,0.22528450198987726,D8: AR growth (63.0%) exceeds revenue growth (33.3%) by 29.8%. Investigate recognition timing.,13,2.6,-0.13792330465498423,-0.08646220268876498,-0.005631643200072047
AAPL,2022-07-01,2021,2021-10-29,245,252.6248598790894,448.17364515673574,97.30453074029681,136.3214569091797,0.8531555164305027,19.0,0.5026798684072987,34.89515190710697,19.479459338322812,0.7913819527042097,5.0,"{'roic_persistence': 5.0, 'gm_stability': 5.0, 'capex_intensity': 4.0}",0.10447218112886646,0.011173449404790578,-2.1973,False,-0.21545665678650805,D8: AR growth (63.0%) exceeds revenue growth (33.3%) by 29.8%. Investigate recognition timing.,13,2.6,-0.0900133568943592,0.3415122717656207,0.5263245437662994
AAPL,2022-10-03,2021,2021-10-29,339,158.5655654017607,242.0684795425106,73.48626003352832,139.9695281982422,0.13285775441909395,17.0,0.4835778625187847,21.70158289895367,12.463947193517777,0.7411484950963354,5.0,"{'roic_persistence': 5.0, 'gm_stability': 5.0, 'capex_intensity': 4.0}",0.10870444634947624,0.015405714625400357,-2.1973,False,-0.16861169952627497,D8: AR growth (63.0%) exceeds revenue growth (33.3%) by 29.8%. Investigate recognition timing.,13,2.6,0.16128955244186688,0.2053535560664002,0.6197150716507053
AAPL,2023-01-02,2022,2022-10-28,66,109.7543299382726,151.22778286527196,60.6928732796026,127.87931823730469,-0.14173510266451123,16.0,0.5518094724262773,13.35772152073693,9.755306443949449,0.36927748989595444,5.0,"{'roic_persistence': 5.0, 'gm_stability': 5.0, 'capex_intensity': 4.0}",0.07581222779497479,-0.012813197686198458,-2.8846,False,-0.0881170011518363,,14,2.8,0.4972282144961894,0.4982068918117689,0.9792673618274561
AAPL,2023-04-03,2022,2022-10-28,157,109.36547733037683,150.588239613503,60.54335044202411,163.7970428466797,-0.33231103913916743,15.0,0.5515678200310847,13.309090536646229,9.721310741668837,0.3690633794472745,5.0,"{'roic_persistence': 5.0, 'gm_stability': 5.0, 'capex_intensity': 4.0}",0.1150362294294615,0.02641080394828825,-2.8846,False,0.1386597283111508,,14,2.8,0.03314887378694862,0.03746351867879977,0.3267811580921996
AAPL,2023-07-03,2022,2022-10-28,248,105.47398463296106,144.22986737045227,59.03123550317608,189.9740447998047,-0.4447979209785741,14.0,0.5490521782514242,12.822409682218641,9.380989206381146,0.36685048880522836,5.0,"{'roic_persistence': 5.0, 'gm_stability': 5.0, 'capex_intensity': 4.0}",0.1384286586838806,0.04980323320270735,-2.8846,False,0.5275440102600735,,14,2.8,0.003034182991852541,0.11834671082788714,0.05482942800879573
